id	text	annotation
28857	Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂	GRP
82457	@USER @USER @USER I'm assuming that @USER is a proponent of gun control.  The argument for gun control is the threat of being shot.  She then goes on to accuse people who open or conceal carry of being scared of a hypothetical fear of being shot.  It's a hypocritical statement	IND
64837	@USER Eric Holder should be in PRISON !!	IND
65338	@USER @USER says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders @USER building their failure of lies	IND
91012	@USER Get Violent?  Get?  As if the #Occupy #BlackLivesMatter #BaltimoreRiots #Ferguson #Antifa weren't all Democrat VIOLENCE	GRP
30524	@USER @USER @USER He will blame it on the fact that he is Hispanic of course.	IND
67694	@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.	GRP
77415	@USER @USER @USER If he is from AZ I would put my money on sex with underage kids.	IND
15954	@USER @USER @USER You are neither authority nor arbiter. Have a seat.	IND
77651	@USER @USER I'll go to the original argument that people shouldn't blanket everyone together.   Terrorists = all Muslims  Alt-Right = all conservatives  Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.	GRP
66714	@USER @USER @USER @USER So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.	IND
54373	@USER @USER I want to prove to him how actually retarded he is	IND
91642	@USER @USER guys im literally italian and i know what that shit is wtf	IND
62041	@USER i’m weak 😂😂.. Shit must have been really painful ..	IND
10540	@USER Blaming Trump for the hurricane is showing his ignorance and hate..if only he were to give his salary to their recovery maybe then he can help	IND
15790	@USER Hope the tiny anti American fraction of the USA can support those nfl contracts.	OTH
49515	"@USER Shit like this is why I don't follow @USER  Who me? I'm just stating basic facts.  Totally NOT diverting from the actual point. Just stating a fact.""  You're a phony"""	IND
48035	@USER @USER @USER Please stick to Bakersfield issues and resign from House Leadership. You are illiterate in economics and the Constitution and take too many bribes! #NoSpeakerMcCarthy I’m for @USER	IND
48544	@USER He is right though... you do have a whiff	IND
92958	"@USER Finally! No more terrible takes of The NFL owners are racist"""""	GRP
73006	@USER I have to go over Saturday to “have dinner” no it’s the annual close the pool for the season . Not then big ass round above grounds . They have a huge in ground pool . I know that’s coming . While gore here . And I don’t mind at all . Lol funny Shit	IND
82522	@USER  You were on the same stage as Farrakhan. You total hypocrite. You are pathetic.	IND
29024	@USER How dare you tell me what Antifa is doing is right. They are not fighting facism they are fighting for their own stupid cause. They are further from fixing facism than the republicans themselves	IND
43641	"23:70 Or do they say, He is possessed""? Nay, he has brought them the Truth, but most of them hate the Truth."""	GRP
49032	@USER @USER An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty.	IND
55827	@USER by which point the fuckingclass was nearly over... lol!	IND
87555	"4./presumably you think liberals,"" are as trivial as women and their complaining. You wonder why Dr. Ford does not want to surrender herself to such a harrowing experience before you all? @USER @USER @USER @USER @USER @USER @USER"	IND
39256	"@USER The comments below, defending Drug Ford's blatant abuse of power is completely laughable.  But, but the Liberals.  Bias, BIAS I tell you!!!  Must be only the NDP rich downtown area that was polled"".  Ho-man... thanks guys... I needed a good laugh! 😂😂😂"""	GRP
42557	@USER @USER @USER He is a big lump of —-I agree 100%	IND
97612	@USER @USER The timing is too convenient. She is a paid liar.	IND
57632	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching	GRP
82582	@USER Uhhh no.  Sadam gassed the shit out of the Kurds (sp?)	IND
79688	@USER As usual a seemingly and supposed smart feminist thinks she has made sense.. Yen yen yen yen yen yen alone... You just told me rn you are also dealing with another person.. Have you considered maybe you are the toxic one?	IND
26346	@USER Never had. Let's fuck it up.	IND
40756	@USER I was definitely drunk as shit	IND
63761	@USER @USER @USER You mean cheating allegations. Not sexual harassment or assault it was about CHEATING. BIG difference. We all know facts scare liberals. If you are so concerned about sexual assaults you need to shout for the names on the slush funds to be revealed. Until than have a seat	GRP
62787	"@USER @USER @USER And, of course, you exclude all but a select group of (primarily Northwestern) European and a few Asian countries from your any country"" list. Gun control has no positive correlation with lower homicide rates, even within cherry-picked Euro countries. URL"	OTH
69271	@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.	GRP
10507	@USER @USER @USER @USER LMAO! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.	IND
39364	@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.	GRP
81242	@USER @USER @USER @USER Theresa May isn’t nice	IND
16462	@USER @USER Conservatives only care about democracy when it's their opinions and so called racist rights are in jeopardy. Anyone else they don't give a shit about. It's sad.	IND
10670	@USER Holy fuck I’m so sorry someone violated your trust like that	IND
97695	@USER EVERYONE should know about this.  It's about time we called out these violent liberals that have gone so far off the deep end.	GRP
26274	@USER Liberals be like URL	GRP
16868	@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly	IND
51995	(((Conservatives))) are enemies of whites! URL	OTH
74733	@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!	GRP
24276	@USER He is truly dumb as shit.	IND
70272	@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.	IND
32082	@USER @USER She is an opportunist. She wanted a cabinet post but Liberals rightly decided she wasn’t good enough for the task. She crossed because Conservatives promised her one. She is a person with no core beliefs. She is not credible and not to be trusted.	IND
33714	@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!	OTH
29481	@USER I’m finna say fuck it and get a crispy ass jogging suit😂😂	IND
39784	@USER @USER WHOS  SICK  OF  INTITLED   RACISTS?	GRP
94856	@USER Fuk this fat cock sucker	IND
49280	@USER @USER @USER Bwahahahahaha....she is a liar. Let her bring a case with the State of MD then. I would love to see it and see her bankrupted by Kavanaugh's attorney in a libel suit.	IND
68826	@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL	IND
98282	"@USER @USER @USER @USER @USER @USER 36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS."""""	IND
22866	"..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears."""	GRP
72606	@USER His policies were the worst	IND
34694	@USER @USER We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump 👎Nov is going to be red 👍🇺🇸	GRP
62766	@USER @USER @USER @USER He did not born so he is not pakistani?Get a life man.If ur wife deleiver boy in london nd back to pk so the baby is not pakistani?You nd  ur wife r not pakistani?Just some papers of registration in london make ur boy non Pakistani 😂😉.Honey see the forefathers history.	IND
47639	Adulting is knowing who fucked cut off in your future plans.....	GRP
60518	@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL	IND
79047	@USER @USER @USER She is the “comedian” that lectures the audience for an hour how white men are the scum of the earth.	GRP
89799	Impeach Trump and #MAGA	IND
88599	@USER Me estoy fucking alterando	IND
47824	"Rahm Emanuel’s failure is an ill omen for all Democrats""  URL #TCOT #MAGA #RedNationRising"""	IND
29916	@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it 🤷🏾‍♀️   Shit hell out here	IND
78819	@USER CNN is evil.  A true enemy of the people.  I can’t believe there are people who still take them seriously.	IND
50164	@USER Gillibrand must have been a very sexually active woman to be pushing young women to have abortions.	IND
27535	@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep	GRP
47995	@USER 🤷🏼‍♀️ that would be silly.	OTH
37234	@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone	OTH
24621	@USER you are some basic white girl who clearly didn’t know any of them personally and it’s awful what has happened to Mac so why don’t you pay respect to that instead of being disgusting and blaming another innocent human in something that has nothing to do with them.	IND
24962	@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more	IND
84265	@USER @USER And you support the right using Antifa tactics in other words the tactics of a domestic terrorist group.	IND
45879	@USER I see his tweet. But it’s just another garbage tweet from the liberals. Contributed nothing except to add more confirmation that the liberals are out of talking points &amp; aren’t to be believed.	GRP
81184	@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!	OTH
15197	@USER @USER Apparantly that rule of law doesn't apply to Republicans/Conservatives baselessly accused by Dems	GRP
27540	@USER @USER What difference does it make if the gun death was a “fight” or “random”! Holding parents accountable could be part of gun control legislation. Write you Congressional representatives and demand it! Until Congress deals w/ gun violence it will continue &amp; ALL Americans are at risk!	OTH
98441	@USER @USER This pope is pure satanic. God will strip him down to nothing and cast him to hells fire for his crimes	IND
65135	@USER He ruined the brand for what? Kaepernick?	IND
17898	@USER This guy wants to be a successful producer and he is tweeting stuff like this.	IND
21536	@USER TICK TOCK SWAMP !! YOUR GOING TO JAIL VERY SOON !! #MAGA	IND
10293	@USER The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!	IND
66442	@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	IND
78859	@USER URL  And this explains why he is disrespected by idiots like urself and Korzemba	IND
75054	@USER This is a guy who weaponized the judicial system and IRS to attack conservatives...this is a guy who couldnt grow the ec onomy over 2 percent...this is a guy who said.  Get used to it...its the new norm  This guy is a moron	IND
44023	@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface	IND
57591	@USER This is so fake he’s unable to feel true feelings he even lies when he says anything and she is just as stupid in standing by a man who clearly doesn’t respect the unity of marriage while he was with her and pay these women off STAND UP DIVORCE LIKE HIS OTHER WIFES DID HES A PIG	IND
74455	@USER @USER So is Fox News now campaigning for the fairness doctrine or is this just Republicans using the power of Congress to force private companies to broadcast whatever the gop says as truth? When will NRA TV have pro gun control NRA members on?	OTH
11402	@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS	IND
84321	@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.	IND
27076	@USER @USER is so biased against conservatives‼️everyone should drop google and use Bing or DuckDuckGo.	GRP
85088	@USER Call bullsh#t just poor losser	IND
46297	@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired	IND
79079	@USER I have you and Kaze- I need more.	IND
97209	"3/ you simply gloss right over the silly emotional female, and her nothing problem. Then you delete this as you realize how horrible it is, (or perhaps someone told you), but somehow it is the fault of the liberals,"" who might misinterpret what you wrote in plain English."""	OTH
28057	@USER Bono is clearly a racist	IND
15345	"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."""	GRP
59941	@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!	IND
30680	@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!	IND
46843	@USER Can’t she appeal. ? This is all kinds of wrong . If I were ES@USER would beat the sh** out of her.	IND
49760	"Black Female Democrats Call for Changes in Party""  URL #TCOT #MAGA #RedNationRising"""	GRP
12068	@USER @USER @USER Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.	IND
16893	@USER @USER @USER Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!	GRP
35688	@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!	GRP
53913	@USER If you ain’t hyping me up like the nigga in the back ima have to throw the whole friend away	IND
49191	"@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns"" yes makes sense."""	OTH
62142	@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.	GRP
31588	@USER Another #dem lie	IND
66938	@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.	IND
49045	More bad news for Democrats 👇 #MAGA 🇺🇸 URL	GRP
56604	@USER @USER @USER Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.	IND
68279	.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL	IND
11283	@USER Our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. Then these dumba$$es vote Democrat!?!!! Go figure. All insane.	GRP
75594	@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!	IND
67167	@USER Crazy liberals	GRP
93727	@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.	GRP
28260	@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....	IND
33194	@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening	IND
93002	@USER She is so gross. An obvious hack	IND
93476	@USER If you are not sure then l will block all these useless tweets. OK ?	IND
75168	@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!	IND
76807	. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	GRP
18240	@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣	IND
53557	@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic	OTH
42514	@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side	GRP
53436	@USER Amazing how the POPE is afraid of the truth	OTH
59555	@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	GRP
39309	@USER Andrea Mitchell. Another political hack embedded in the news media. Listen to the tone of that interview.  She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At every turn he shoots her down and it kills her.	IND
55559	#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!	IND
16945	@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut	GRP
37598	@USER LOL LOL LOL LOL LOL!!!!!!!😂😂😂😂😂😂😂. You are a fool!!!	IND
56657	@USER Hes sure as hell not one of is either... traitor liberals- all of them-	GRP
83594	"@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary.""  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head."""	IND
18151	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-	GRP
17661	@USER @USER @USER @USER @USER @USER You are a dope. A delusional libtard. Ask the Govoner of Puerto Rico about the fantastic response by our President @USER	GRP
26368	@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.	IND
69026	@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.	OTH
68698	"@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly."""	GRP
43083	.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL	IND
38408	@USER @USER @USER They had conservatives silently tied up in the cellar for dexades. They're livid we got out and now have a voice In the White House ascend they want to put us back. They're trying to silence us any way possible. We need to burn them all in the midterms. Once and for all	GRP
52890	@USER @USER @USER He is a wonder dog he could have a couple doggie girlfriends	IND
21151	"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL"	IND
67144	@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine	IND
59598	@USER I know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots.	GRP
55199	65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!	IND
57630	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?	GRP
47943	@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.	GRP
43137	@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.	IND
21315	@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit	GRP
23116	@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.	GRP
67187	@USER fuck off  URL	IND
99044	@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full	IND
62796	@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!	IND
45155	@USER Fuck you it’s 3	IND
72688	@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.	GRP
12856	@USER where did you dig this one from? She is dope sha	IND
50316	@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.	IND
96952	@USER 😭😭😭😭 he is terrible 🆗	IND
81418	@USER Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u	GRP
22694	@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.	GRP
50490	@USER And the Liberals are saying Republicans are separating this country by color. Hypocrites.	GRP
31252	@USER You are ridiculous and need to retire!	IND
82529	@USER Bengals v. Some sorry team looking for a butt whoopin’	OTH
77261	@USER @USER One of the very first states in the US to legislatively legalize gay marriage. Extremely progressive gun control. Minimum wage increase. Free college. I know these things don’t count for dipshits like you. But they are major and they count.	IND
71844	@USER Bitch im gonna see you on december dont me. We have to see each other	IND
85239	@USER And who gives a shit	OTH
54182	@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”	IND
99186	@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?	GRP
29688	@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.	GRP
41985	@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.	IND
40448	"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day."""	IND
43966	@USER @USER @USER ....Except not all Millennials are for Gun Control.	GRP
41554	@USER She is so despicable!	IND
96542	@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?	IND
50369	@USER I hope they beat his ass in private.	IND
94465	@USER At least you’ve been some type of fucked	IND
81340	@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR	IND
72518	@USER That didn't work now did it!! Maybe he needs glasses!!!!	IND
57552	@USER Only Trump could get Liberals to scream bloody hell at open transparency.	IND
17420	@USER @USER Yeah she is a real blond just like Uncle Donnie	IND
64091	@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics'	GRP
93824	@USER Lmfaoo! 😭 bitch	IND
52236	@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.	OTH
18935	@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #	GRP
97291	"@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings"" should reject ""gun control"" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by ""gun control”."""	OTH
29558	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Even pedophiles in interviews will tell you the only way to stop them is to kill them. Pedophiles even admit to when out of prison they will offend again and that’s what keeps them alive in prison... the hope of another opportunity to molest an innocent child. They are sick f*cks	GRP
93933	@USER So we should believe this from 40 years ago when the man went to an all boys school. This was a way to try and stop the confirmation and blew up in @USER face. She is a corrupt pos!!!	IND
76238	All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts. @USER Trump is #MAGA &amp; Deplorables are helping. URL	IND
89345	@USER U nasty bitch	OTH
34887	@USER @USER yeah keep mocking her right into a yes vote	OTH
49843	@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons	GRP
25625	@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol	IND
54626	@USER I guess all of those old white guys DO kinda look alike...  😉🤭	IND
89781	"@USER @USER @USER @USER BS made up by a lying liberal..a cheap filthy whore, whose lies help to undermine REAL WOMEN who are sexually assaulted.  But with trashy liberals who cares?"" right? As long as the end can justify the means?  Trashy libs tried same thing with Judge Thomas.  Democrats are sick."""	GRP
10460	@USER And they have some of the strictest gun control laws in the country? As the saying goes if you ban guns only criminals will have them! Seems to be proving here go get them Chicago.	GRP
45236	@USER David stop it with your logical connections.... True journalists like you are not in vogue..	OTH
31912	@USER bitch if u don’t message him	IND
88186	@USER @USER They on their bullshit	GRP
13629	@USER He is so stupid	IND
37896	@USER You are still on that Trump  train to nowhere!👎	IND
26623	@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL	GRP
20777	@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.	GRP
40350	@USER @USER @USER She is talking about herself dude...ignored.	IND
80969	@USER Crazy people don't care what they use. I suppose you leftist who says to bad it wasn't a gun. Sounds like you're disappointed he didn't. That way you can scream gun control.	GRP
14116	@USER who’s the loser bitch!  lol you! fuck you #MAGA URL	IND
26365	@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate	IND
10794	@USER @USER You are seriously so despicable. How can you even look you kids in the eye...	IND
22986	"@USER Barf over the squishy self-righteous source. That's the whole deal with TBC. They're young and dumb history major conservatives"" who've swallowed the SJ BS and like to hand wave. I'll assume without further evidence Prager is lame."""	GRP
29730	...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL	GRP
94744	@USER can you share my twtich? Trying to make that shit work out URL	IND
59858	@USER @USER @USER @USER Chris Burns you are a fascist. Nothing more than that.	IND
48017	@USER Yeahh tbh most that do are weirdos and think about sex in a very weird way.	GRP
76860	1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL	GRP
22784	@USER Sorry you’re a socialist!! I contributed to Ted Cruz!! Sick of liberals	IND
17283	@USER He is. Lol 😂🙄	IND
46874	@USER please draw stupid sexy nezha and nidus over the shoulder or something.	IND
17595	@USER @USER @USER No. She is a liar.	IND
30478	@USER What shitty wipers you have	IND
14077	@USER holy fuck	IND
54841	"@USER Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else""."""	GRP
90305	@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	IND
79483	@USER Disco pose with “white dude overbite” look. Classic 70s dance move.	GRP
38911	@USER Interesting-cause you leftists not only threaten us-but regulary shoot/stab us.  I wonder if maybe Mr. Swalwell isn't all-in on the violence toward conservatives.  He certainly always seems to ignore/suppor it(ANTIFA for instance).	GRP
25801	@USER Its not like your not sharing the water! Un fucking real. 😡	IND
50948	@USER @USER @USER @USER @USER Peter....look at your liberal self making no sense.....It is just a little suspicious that everyone making last minute claims against Kavanaugh are Trump hating liberals...And of course they have zero proof of anything...Just like Their collusion obsession.	IND
94521	@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.	IND
64652	@USER Holy shit which sears?	IND
32148	@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.	IND
87399	@USER @USER Liberals will melt 😂 😂 😂	GRP
31562	@USER Everyone who is against this is called a „Nazi“ by Antifa scum and politicians.	GRP
10181	@USER @USER @USER Please stop calling the losers “Elite”	GRP
18355	@USER @USER Don’t usually do Twitter”conversations”but my point was Dana may be kind of woman who doesn’t want to help other woman;wants to be THE prima donna &amp; so doesn’t care about developing next-gen girls.She is against gun control &amp; isn’t bothered by school shootings-must not like kids	OTH
15836	"@USER You know what will make this professor even woker""? If he's a gun control nut...."""	IND
52805	@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.	IND
