id	tweet	subtask_a
35521	cant blm antifa moron start loot	NOT
35523	know antifa stand	NOT
35524	threat dangerou democrat maga url	OFF
35533	gop win midterm easily reason dont put mask grab weapon antifa person like clown go much fun	OFF
35538	gun spell like frida	NOT
35539	must like antifa style guy dont know decent moral man look like	NOT
35542	hillary president lol url	NOT
35544	bumper sticker liberal expensive	NOT
35552	really dont care act judicial alt right operative supreme court	NOT
35553	amaze thing pertain conservative guilty prove innocent justice lawles act perpetrate leave get ignore	NOT
35556	mindset gang chicago toughest gun control law nothing	NOT
35558	liberal steam roll tpp parliament without proper debate liberal shell benton kill canadian manufacture job cdn poli url	OFF
35559	levi straus take stand gun control san francisco levi straus amp company america safer tomorrow fund url url	NOT
35560	conservative find pill hard swallow	NOT
35566	holder ethically challenge age vera total disgrace office	OFF
35572	content let government control life	NOT
35575	qanda woman common result thursday general election take female representation common new high overall woman labour figure conservative bbc2017	NOT
35588	hard really say point career still young let see season play start judge feel he go earn spot canada team think could along way	NOT
35594	use conversation regularly sure case one	NOT
35616	notice racist media show black player kneel one every complain	NOT
35629	go save liberal work ahead put misogyny racist jail ire tweet gem url	NOT
35637	democrat control media republican bow pressure democrat control power	NOT
35638	face look like throw quarter	NOT
35651	settle never see jury never know truth maybe grab first swap spit really stupid grab either way doubt ever know complete truth	OFF
35652	glad leave didnt deserve disrespect likelihood go get worse deserve someone proud smart amaze someone doesnt want dim shine make feel better	NOT
35655	drop procrastinate	NOT
35656	congratulation google finally reveal chinese control company become	NOT
35677	dont think job place protest perceive polouse violence whatever protest really care local protest take knee ball game job doesnt take gut make look ignorant	OFF
35683	evidence liberal goal sabotage nafta make trump enemy get trump hate vote canada election	OFF
35688	levi come support student gun control activist trump er burn jean well sneaker	OFF
35689	wrong criticise muslim see british person get away brit get label racist fascism blame liberal let happen	NOT
35693	dont doubt fat man	NOT
35695	hang balance liberal news agency use airwave push politic like cnn	NOT
35710	jealou	OFF
35718	lisa front row skinnier	NOT
35726	user amer say antifa black organization	OFF
35729	man	NOT
35753	criminal world democrat amp liberal exactly work	OFF
35781	clue comming mouth wrong	NOT
35786	yea hill take gun control policy advice jean company beyond trump diehard almost enough snowflake claim dislike hard tell part	OFF
35787	cant talk trump everything promise economy better ever congres job get rid crook fbi doj cia appoint special prosecute rand start arrest prosecute	NOT
35790	need antifa outside confirm kavanaugh	NOT
35809	that call gun control	NOT
35817	appoint spokesman person lake norman gues interview every person lake unanimou poll president trump likely like liberal try speak everybody	OFF
35819	user crap job run country idiot cant supply country alternative opposition long run labour party	OFF
35823	pretend something phony lie wont change	OFF
35824	isnt saul alinsky book rule radical favorite book antifa handbook	NOT
35828	interest watch dnc hour hunch sanctimoniou liberal trigger everything except insult disagree cause choice moment pas	NOT
35836	senseles gun control vote blue end american nightmare	NOT
35864	amaze much synch man commute prison sentence wonder like	NOT
35867	would nice trump supporter could tell believe great without compare every criminal history american politic	NOT
35874	conservative would anything eliminate value laborer country person work die holiday dont want see lose fake constitution worship person value constitution way far right	OFF
35878	fuck dont start work steel sequel whole irreversibly shit	OFF
35882	happen gun control nyc	NOT
35887	feel guy rush something girl look without really know know realize dont want without think implication damage girl mind	NOT
35895	agree antifa totally eat worm fact worm	NOT
35897	look like one simple thing need explain	NOT
35902	realize useles argument drink drive get arrest punish kill someone drink drive murder rule regulation safety precaution drink own operate vehicle need gun control	OFF
35931	doesnt matter anyone feel anyone talk something segregate conversation unles regressive url	NOT
35933	fema contact senator tell atv hit take liar set would put big girl panty tell truth	OFF
35944	eradicate hiv malaria middle africa good bloody luck	NOT
35958	lol escape shit even dont regret watch minute loyal wolf	OFF
35959	say turkey hocker	OFF
35961	legittweeted30 second	NOT
35974	would mean much amaze girl could advice finally follow dream photographer would love tip photo amaze already know gonna even amaze later	NOT
35983	rightwinger white supremacy neo nazi right	OFF
35984	dude away tin hatter like make conservative look bad get job	NOT
35985	attention publish target list antifa twitter account list list high profile name name everyday trump supporter please check list name suspend account	NOT
35989	ura fuck dumbas there way anyone else	OFF
35990	wasnt clown run gun	NOT
35995	maga tax dollar work url	OFF
36003	hell would want gun control think trump tyrant	NOT
36011	bolen egat think dong	NOT
36013	connecticut get date around fairfield county cough bridgeport cough hard new york person get school	NOT
36026	ppl say racist racist racist repeat	NOT
36030		NOT
36031	dont bury lead fam nothing gun control law everything demographic city	OFF
36038	dont forget supply management stubbornly cling tax also distort international trade deal make lifeles affordable average work family liberal	OFF
36039	gotta give credit due may mason compete as	OFF
36040	florida watch group url url	NOT
36049	user dumb clueles push pipedream fool put office sad foxnew socialism suck	OFF
36051	thankyou support	NOT
36053	ahhh see pick antonio since already team	NOT
36059	ohh shit	OFF
36081	cheer matey	NOT
36082	alway tory	NOT
36092	goddamnit right there go wrong stuff	NOT
36104	put kae per nick squad anytime	NOT
36118	ayuserurfliesopeninpic1	NOT
36127	wrong doesnt mean shut likewise a13votedndpso majority mean sizeable minority actually liberal green similar position vote wise three majority	NOT
36130	person hold hold photo beat republican korean warvet2ndamp3rd photo antifa beat minority lgbt kid conservative leave leave shut free speech url	NOT
36136	best stray message need use every death blame gun push gun control talk actual cause distract gun sense	NOT
36137	earthy fuck racket abuse fake as penalty ever put donut watch men match	OFF
36142	president donald trump bring goodwill maga spy gate nobel	NOT
36143	everyone home take knee nfl	NOT
36163	nigga tweet ing shower hope siri drown	OFF
36167	eye want rice lmfao oooo ooo	NOT
36170	abortion alway available money take care problem matter conscience seem matter convenient forget piece party conscience clearly absent come gun control	NOT
36174	welcome know speak everyone think good meet place	NOT
36187	possibility honor woman request confidentiality isnt thing conservative capable grasp	NOT
36191	love will pay price someone else pay liberal insane	NOT
36194	hesa flake	OFF
36197	look like sell sole hater liberal weigh heavy wonder up money transfer work	NOT
36199	antifa bootcamp	NOT
36200	censor non merchandise really zazzle meanwhile communism antifa merch allow site constitution usa mean nothing well do time take merch elsewhere wwg1wgaurl	OFF
36203	well brandon conservative get elect redline listen erg rather fudge negotiation sign vague promise thu play kick busines new book lose election may	NOT
36206	please stop make easy rightwing conserva tard mock leave help	OFF
36207	hate say get side mix many person beat kill etc far right radical hand antifa black life matter etc	NOT
36214	apparently photoshopped mustache well	NOT
36225	iran belong stupid idiot	OFF
36226	hope since smarter a5thgrader maybe	OFF
36228	goth dont mind vet do powerful gear	NOT
36236	user dead url	NOT
36243	meeee eeee	NOT
36244	gitmo could resolve holder issue along obama clown	OFF
36253	game suck	OFF
36268	absolutely insane think hear supreme court judge appropriate place mourn father talk gun control doesnt enact law uphold demand state senator shake hand	NOT
36271	hit home run antifa kkk white supremacy leave leftist claim fact aggressive walk away qqanonqarmyvotered2018 url	NOT
36284	get shit transport africa nigga tell see venomou snake iguana beetle size car tire lmao ooo kind shit	OFF
36286	holy shit better drink milk eat else	OFF
36289	fire morning joe cut cloth conservative misogyny bigotry alway display responsible trump url	OFF
36311	buck spiderman url	NOT
36315	long live satire cut truth way may well call day	NOT
36318	god major judgement come bob woodward thou shalt bare false witnes let man deceive god mock whatsoever man sow reap touch annointed appoint trump harm god kid	NOT
36324	hmm maybe know see need gun control restraint overly violent tendency	NOT
36326	yeah xeno blade suck	OFF
36335	full oompa loompa	NOT
36339	hey bono turn dublin hotel refugee asshole	OFF
36343	youre antifa one shit brain worship queen need toe cheese lick url	OFF
36348	lmao that awesome	NOT
36350	please watch story welle crowther hero simply asshole ashamed	OFF
36356	see lillywhite put	NOT
36373	fuck drug test	OFF
36375	war free speech antifa url	NOT
36385	may gang chicago show discus philosophy gun gun control sensible gun legislative measure since chicago chicago home gun violence	NOT
36397	cook tragic good news either australian woman palestine ridiculou pretend otherwise hope election successful abysmal history woman lnp continue gentleman culture lady first	NOT
36407	that dem liberal dont know	NOT
36424	nigga say anything	OFF
36425	hope continue crash	OFF
36427	also jaclyn either crazy stupid straight lie person morph return policy also deceptive predatory	OFF
36431	say doesnt diagnose cancer early enough hope trial special diagnostic centre help future urlnhs70url	NOT
36435	amaze dem dont feel owe unborn generation keep illegal	OFF
36448	hope okay	NOT
36451	question get amount money liberal want year reason	NOT
36471	partly fund antifa	NOT
36473	bitch mean didnt know zoom bitch fun	OFF
36515	ready red tsunami	NOT
36518	introduce sweet sweet baby king alway sooo nice try sit sofa never attack url	NOT
36520	roundy ucker alway interrupt guest didnt work time rude michael ave natti url	OFF
36526	would feinstein even wastepaper anonymou letter well	NOT
36537	unles good accuse rapist sit highest bench land sure female constituent would love hear explain way	OFF
36552	antifa fight fascist defend fascist blm sick crook cop murder unarm black person defend killer cop	NOT
36553	complicit take money go	NOT
36554	user shh lie	NOT
36555	reason liberal deport sick twist fix	OFF
36557	people party canada liberal depend definition url	NOT
36560	represent conservative represent	NOT
36568	thankyou stand decency liberal leave old tactic liesat11th hour lefty liberal hater story stink outside mag cot url	OFF
36569	would vice presidency via tim kaine santi fason	NOT
36571	say isi taste barbie rainbow amp facial expression everything see roman video legendary fuck icon barbie dream video url	OFF
36578	nov election tell tale msm laudan tifa alt media expose ros hill shithead	OFF
36589	stark reminder try conu chequer bite water back good enough appease good look	NOT
36611	gun control money control fantasy today technology part old guard	NOT
36623	conservative twitter oxymoron url	NOT
36631	good idea need protect border need oversea	NOT
36639	user mock jw kkk extremely clever satire fact dont sense humor stupid get fault none mean get denigrate lie motive native american woman bigoted misogynist	OFF
36646	word mueller constipate word mueller diarrhea url	OFF
36653	pretty good	NOT
36654	democrat sociability quotient wonder democrat think gun control time	OFF
36668	preach racism luciferian culti keep say simply rhetoric person bible definition christian christian conservative attend public lynching black often hold public spectacle sunday church url	NOT
36676	good even brenda hardly see hope well amp everyone	NOT
36677	think political impasse conservative go vote force age isnt go allow remain ballot paper	NOT
36691	that real shocker sarcasm	NOT
36692	liberal apparently think one right unles right further leftist agendum see	NOT
36697	one could say one coward could probably end charade continue sabotage country silence plu sh dover face lift former soft porn model	OFF
36699	fuck	OFF
36701	see like lust girl long blond hair bare midriff micro mini realize year older could great grandmother today person wonder love leg grow url	OFF
36705	need leave lot shit past lol tweet literally make	OFF
36709	hope stay safe brave soul coast stay put scar cant leave without hub stay man prison work	NOT
36736	thank man stock store tbh need order phone online npickupin23 day unles texa	NOT
36738	believe feinstein upstanding would never raspy china employee year need resign trader	NOT
36757	serve interest washington liberal like represent conservative kentucky value liberal nky url	NOT
36761	rock laura need rino expose hide behind republican status need new blood november continue forefather would want save country	NOT
36762	user	NOT
36779	feinstein come forward letter week ago need question way back lol liberal funny sure theme movement appreciate setback give	NOT
36781	reasonable gun control use2 hand	NOT
36789	bitch wanna know	OFF
36791	kid one paper towel throw stunt see around world look ridiculou clown yet nation scorn epic fail rescue mission puerto rico	OFF
36795	thankyou fortitude perseverance please give mcconnell kick butt conservative	OFF
36808	agree gues dem say worry october surprise fisa doc release lead election maga	OFF
36817	guy eled least trillion dollar american person divider person full hatred american person guy cant trust look person ben gazi trust die	OFF
36835	ill bet award show trash christian conservative even rating really bounce back	NOT
36836	get right piss wall mark height	NOT
36838	still date good time dynomite url	NOT
36847	brother work boost say hear anything	NOT
36854	seem read somewhere word liberal place trump supporter plagarism best	NOT
36863	parent parkland victim call stricter gun control atrallysep81129pmeturl	NOT
36865	that fuck gros	OFF
36866	conservative happen party lose plot	NOT
36869	keep go patriot friend dont spam dont spam send follower url	NOT
36876	user remember course doesnt make go help therapist other believe herb story maybe get hypnotize miraculously remember detail freak liar liberal obstructionist	NOT
36883	dont weigh consider pornstar	OFF
36888	good come back lol maga	NOT
36895	wow lie come easily liberal scary	NOT
36902	suspect derail judge kavanaugh confirmation conservative adhere constitution law he activist judge want	NOT
36907	please take john harwood spen way incapable unbiased report	OFF
36912	come purple ump kin become one mur ple send ticket travel godspeed	NOT
36931	gun control work	NOT
36933	must bottle vodka gonna say radicalize see antifa blm femi nazi abolish ice msm anyone else dirty work	NOT
36948	god adorable	NOT
36950	didnt say sure fine person side disagree one far leave person think conservative racist antifa terror group use violence innocent person think differently	OFF
36961	nice true life trump hater funny thing trump do everything good american america yet anti american put trump amaze person act like trump bad guy evil liberal democrat amp band hater antifa bluewave	OFF
36963	seriously freak hot	NOT
36981	heil facebook yeah pretty much	NOT
36993	therefore anyone christ consciousnes new creation old thing pass away look new thing come	NOT
37000	find please url	NOT
37008	gotta prove world bale	NOT
37020	repulsive	OFF
37035	guy fieri like cool person earth love show love redcar love classic car	NOT
37038	course anthony	NOT
37042	julie burchill actually mentally ill kid use fill face mag vacuou drive land give space grow world courtesy spineles pro exit pathetic	NOT
37058	let get electric ferry tear dam liberal dont make sense	NOT
37065	call outsider comment like come liberal state try swing election wisconsin shine light scott walker target since first governor election get let	NOT
37066	revolution allow shiny object divide take step back look way magaw person	NOT
37068	stupid	OFF
37069	didnt know statement entertainment root problem conservative dont root serena even though greatest america female tenni player play game course side ref stem racial resentment	NOT
37072	boy photoshopped	NOT
37073	aluminum pole anywhere see	NOT
37077	good look	NOT
37081	understand regulation work understand government cant control everything understand regulation stop busines growth trump isnt politically correct get what right america	NOT
37087	liberal make art form trough time	NOT
37089	sexy lady	OFF
37110	notice angry maga bot lose vote thursday hey maga bot would like cheese whine lol	OFF
37113	come nicco excuse fight twice already fight cant make weight champ heck show champ best	NOT
37115	skilled	NOT
37123	lie liberal smh	OFF
37125	stay away pronoun individual btw justify male sim tell stay safe	NOT
37134	type skilled migrant liberal want come wonderful country	NOT
37146	he even one strongest conservative could nominate still come	NOT
37149	holder complete corrupt scumbag remember announce part resistance mean want resist person vote trump imagine person would hunt prosecute happen bonehead obama	OFF
37170	already as many fuck shot tonight	OFF
37186	speak nothing dog whistle think fool	OFF
37193	good day trust well please send email addres	NOT
37203	kamau bell speak antifa help incite riot year ago	NOT
37204	bad as keep fight	OFF
37207	ikr like biggest fanboy	NOT
37213	really care wack as beef	OFF
37218	israeli puppet	OFF
37225	behind bar orange jumpsuit crime date back arkansa along billy globalist deplorable karma bite need call kill ary year sure time pay due hillary rodham clinton luce rfe rian	OFF
37231	ohmygod	NOT
37232	ltt rep hgt computer lttrephgtandlttrephgtnoj oblttrephgtgtilttrephgt carry lttrephgtacomputerlttrep hgt job	NOT
37234	maybe brutally beat woman apparently spend couple hundred dollar make beat pis someone	OFF
37239	never talk shut	OFF
37252	antifa terrorist organization	OFF
37259	poor joe bad need attention attack president supporter say job letter word key prosperity gues deliver	NOT
37260	michael ava net tim say something similar today two great tweet away follow	NOT
37263	goat sport athlete ever absolutely	OFF
37268	think could dislike anyone father wrong even pathetic child must proud father behave like tick tock mueller come pathetic little man	OFF
37276	pivot away china form tpp trump pacific partnership give busines asian country form strong support network outside china ban product china include steal intellectual property share busines china maga	NOT
37277	add maverick go every reason nerfed player player base dont use however bcoz player play game religiously use sudden whole community	NOT
37291	really good thankyou hope well bless beautiful friend	NOT
37301	bio relevant piece shit ever	NOT
37302	ive complain shit tournament long think person usa care roger federer favorite food watch american play turn turn channel	OFF
37323	like hell hurt job randy orton ear	OFF
37367	buy give	NOT
37370	put antifa hitlist take matter seriously report twitter nothing group target may antifa donald trump candace owen well twitter handle thank url	NOT
37378	levi straus ceo take side gun control inevitable go alienate consumer url url	NOT
37395	dont get job health care better yet get lazy as look better insurance	NOT
37397	hit coz cunt block	OFF
37406	pretty sure conservative take cue right wing government want make handshake mandatory naturalisation ceremony url	NOT
37408	username conservative drive dump truck passionate deficit name	NOT
37442	tory labour ge2017 conservative conservative url theresa may since first day down street ive make personal mission fix break house system underpin much government url	NOT
37449	exactly ford damn pawn baby adult america aka democrat liar conservative control highest court year	NOT
37450	geranium cranium please also dredge ridiculou gun control bill shoot url	OFF
37451	pretty goodnes	NOT
37457	interest interpretation piece speak tongue cheek relate psychiatric condition gun qualification highlight ironic counterintuitive nature gun control law think well balance insider piece	NOT
37458	ali hometown welcome please safe well rid storm together	NOT
37461	see case base evidence appal badly conservative go exit clear idea leave mean	NOT
37482	shhhh proud	NOT
37483	family okay sure close everything	NOT
37490	use raw that devastate hope oki love biter	NOT
37494	antifa say sjw honest antifa isnt really justice rider	NOT
37498	take back boomerang magawith2pintsbymysideat anyone timex url	NOT
37507	pray catch every illegal activity involve explosive anger issue he like child throw dangerou tantrum someone doesnt agree wonder treat woman	NOT
37517	death jeremy corbin mean necessary	OFF
37519	olive love pool green beagle lodge town good girl url	NOT
37524	seriously word fuck everytime think find word something even despicable amp disgust best hope choke vomit stupid lie he tell like serial killer soul	OFF
37526	texa medical board engage warrantles search doctor office backdoor gun control effort url	NOT
37529	reason person tire focu conservative ford treat person poorly constitutional crisi abominable treatment woman legislature despicable	NOT
37532	goddamn right side hear want truth kavanaugh republican better put party country	NOT
37533	person complain almost certainly one think get people face antifa etc result victim accept thank advice	NOT
37536	perfectly state love president	NOT
37552	cnn fake news	OFF
37565	investigation reveal highly probable isi attack worst case scenario joint isi antifa attack	OFF
37572	sheep follow along fake news put everyone think kkk antifa wannabe	OFF
37576	coarse alex many nation leader well lapd pg url	OFF
37577	straight crapper ill never support another team	OFF
37582	thing know gun control great aim	OFF
37598	lol lol lol lol lol fool	OFF
37599	poorly educate	NOT
37600	antifa catch guard get confront last person url via scott one strongest supporter trump persistance	NOT
37603	claim sex assault rape political weapon	NOT
37604	yea shit suck that stop watch anime mostly	OFF
37610	girl god bles survivor forget young person vote common sense gun control	NOT
37615	stop exit people vote need listen expert url	NOT
37619	wrong nye degree mechanical engineer indeed real scientist well entertainer study mechanical engineer cornell university graduate bachelor science in1977 work boeing believe oppose	NOT
37620	good riddance	NOT
37624	poor desperate attention try take mac miller put back sarcasm totally flop stick grieve silently allow family lose love one grieve without take away	NOT
37630	time teacher career ive parent tell pray alway consider win teacher life pray prayer url	NOT
37631	also what bitch get bang wasnt mistake excite	NOT
37632	curiou couldnt find website doesnt fit narrative coward url	OFF
37633	pick fire today really good ugly fuck almost pass smoke fuckin fire wish could share bowl brother	OFF
37636	consider puerto rico didnt electricity on70 island hurricane wonder leave brain tarmac sun year probably trump baroni assume	NOT
37652	empirical proof liberal fascist try ruin america destroy sovereign right person	NOT
37659	clearly right flaw doo train route rmt strike swr guard obviously agree doo principle understand strike	NOT
37666	know better use common sense hypocritical liberal keith ellison abuse	OFF
37668	dont learn look biden hed bld hrc win strategy	NOT
37674	jump private plane fly sunset	NOT
37682	come closet admit russian asset	NOT
37685	coward	OFF
37689	user decent anywhere person respect idea stand	NOT
37692	nigga get put list straight as nigga see good yoshi patch make jay rest as	OFF
37694	please understand one dub akoormumtajdubakoorarmyi support certain thing get say dont understand survive point fit title winner	OFF
37697	join antifa align value	NOT
37710	remember back big sit democrat try push gun control law republican respond put th4 democrat vote everything republican put forward instead accept compromise vote	NOT
37729	awesome course leave think differently care great	NOT
37747	son dont know he better dead nice message tho heart good place	NOT
37753	lmao fuck love see hotty soon xox	OFF
37761	damn hope find bitch buy yesterday lmao ooo	OFF
37773	also trump fascist literally central govt thing anyone alway seem depend upon who run mag refine fascist trump liberal fine obama idea good government bite different course admit quaker	OFF
37789	exit single important political issue day mayor london biggest direct democratic mandate need view	NOT
37799	flake well name	NOT
37815	flaw logic many liberal would identify christian america dominate religion look stat makeover generalization take crazy elsewhere	NOT
37824	omg first person ive see complain husband	NOT
37828	user far pretentiou little try hard housemate year cringe worthy	OFF
37831	ready party split nationalist conservative isnt go hold much longer real cohesive ideology anymore simply team better team	NOT
37835	kate gun safety code word gun control anything safe gun control limit law abide citizen lawbreaker ignore law wake folk need get liberal wagon vote patriot vote red	OFF
37844	well say get negative feedback anyone ever alway defend bad behavior way show little girl act	OFF
37848	attractive ever seriously maga et creepy taste rest know attractive see plu great hair side isle	NOT
37849	bull	NOT
37859	politi tian special breed filth get together vote expense sex crime paedophilia remain secret declare child abuse document remain secret due national security nothing national security	OFF
37860	what book president trump get anti pamphlet	NOT
37862	sue sexual assault	NOT
37864	antiabortion sanctity life subjugation woman life paradox point would exist gun control would pursue	NOT
37865	wow good	NOT
37866	call something different still apac noborder snocountry higher tax gun control socialist remove ice work illegal brac family texa value california like jone dont even live stay	OFF
37872	put fort nite poll instead spiderman url	NOT
37877	person get regardles wall kind like gun control argument	NOT
37881	worst person	OFF
37896	still trump train nowhere	OFF
37901	perhap go talk pedestal collusion hrc campaign investigation pra ident trump plenty illegal activity dnc clinton campaign	NOT
37906	jerry lewi rip need away already guy good act like fool fool	OFF
37909	user friend	NOT
37917	user	NOT
37918	look antifa	NOT
37922	boob forget tata	OFF
37925	guy know divert topic pure sanghi let bark	OFF
37940	hate break billionaire nfl owner wrong optic protest terrible nfl jeopardize long term viability	NOT
37944	mylrtimdydinvg beautiful	NOT
37945	yet side still want believe trust remember break promise remember treat student one answer vote put power jc4pmnow	NOT
37962	conservative oppose liberal canada	NOT
37967	follow maga patriot	OFF
38005	literally white nationalist radical enemy state lucky hunt federal agent like terrorist citizenry act state place soon enough act non verba resistance resist trump antifa url	OFF
38008	please stop nice lie obstructive liberal get vote please use snd infantil ized dem use url	NOT
38013	gonna asf first week url	NOT
38019	liberal say rightly slot prejudice discrimination migrant conclude opposition migration arbitrary prejudice require see distinction citizen migrant arbitrary prejudice drive	NOT
38022	get sentence without laugh challenge	NOT
38025	cool alana find one person dumber andre tweet nice move	OFF
38036	boycott	NOT
38043	leftist wrong liberal college ppl student come unmask corrupt woman determine destroy good judge want liberal court	OFF
38056	read post get close kava uag hand bodyguard start action cover intention sh gun control nut grieve blame trump kavanaugh daughter death action make skin crawl	NOT
38062	sentence aaa wrl wyvern breakfast guy dumb healer babysit fire shit try dragon foolishnes also need bury half body tank try get half stomach url	OFF
38074	good	NOT
38087	complain gun control afterward	NOT
38101	cool	NOT
38104	haha set	NOT
38109	fuck gain post private instead public	NOT
38111	yea think might work sam kaycee convince wont target due lgb qti need megaphone	NOT
38116	increase presidential power s32killroevwade42 limit vote right deal religiou liberty congres august body lose moniker go whole hog4trumpismurl	OFF
38129	conservative woman invisible liberal make stealth actually feminist aspire know think know expect vote that superpower	NOT
38141	twitter social media seem make error conservative never liberal	NOT
38143	hmmm pis portion population actually support football shock number take nosedive shock	OFF
38149	anderson lie report fact get except blm amp antifa real viewer	NOT
38151	san tifa alex jone nowhere find	NOT
38152	think hate america fill man dem hate america see yet walk run away dem amp join patriot love live america maga url	NOT
38159	person become racist racism bullshit	NOT
38160	gri via	NOT
38163	user gift keep give conservative love	NOT
38171	enom ame	NOT
38180	much suckage bad dont look good	NOT
38181	mad hot fuck cant	OFF
38183	weird invitation treasure hunt goal find old dead name feel need prove tran ppl didnt care enough either way go join	OFF
38208	patient autism cap	NOT
38231	thank vince fucker need hold chance client mis	OFF
38235	area sexy perverse woman	OFF
38240	actually compliment since one biggest artist today thank	NOT
38241	look like antifa president	NOT
38262	ye	NOT
38266	wcw look beautiful wish beauty tho love baby sister url	NOT
38269	back ton vietnam	NOT
38271	cause democrat	NOT
38273	talented clare else make paper	NOT
38280	send antifa super soldier sort tommy robinson fan	NOT
38294	dumbas wear helmet next game	OFF
38296	document must get close crook	OFF
38330	know storm gonna photo shit bro	OFF
38333	say antifa never oppress nazi gotcha	NOT
38349	thank advance follow back	NOT
38360	fuck bitch need clas cant acta as someone like tweet dont matter place decide life run throw shoe card wasnt issue do issue	OFF
38370	ff8sucksmajorwang	OFF
38374	cancel south park liberal still suckin momma titty woodstock	OFF
38375	see speechles	NOT
38387	mag deep state video expose url	NOT
38392	user master twist word greatest skill	NOT
38393	theq photoshop non real though silly liberal trick kid	OFF
38394	come eat	OFF
38398	best	NOT
38405	funny liberal see other	NOT
38408	conservative silently tie cellar dexa de theyre livid get voice whitehouse ascend want put back theyre try silence way possible need burn midterm	OFF
38412	antifa liberal dont agree anything look history also look david duke also dont believe open border doesnt mean racist amp loose empathy moral personally problem discuss topic	NOT
38416	hilariou good way	OFF
38419	many liberal male female lol	NOT
38422	kamala harri rapidly gain reputation dishonest senator	OFF
38431	amaze democrat alway lead cnn poll liberal live poll control liberal insane	OFF
38438	democracy doesnt finish point amp ongoing proces url	NOT
38444	user absolutely useles everyone know except media	OFF
38445	dick drink real deal	NOT
38450	nan babh bitch stfu	OFF
38463	give anh give give give give give give give give give mean what spell liberal	NOT
38468	enough slow stop yelp loudly fear eye thi rium leak gunshot wound go nowhere desire die	NOT
38473	hope great day honey cant wait talk iloveyou	NOT
38477	maga patriot need	NOT
38483	hopefully board one pass apology delay experience heavy delay acros service pass alban due roadwork apology delay response	NOT
38487	gun control oranti2a havent see single attack that rhetoric create fear	OFF
38491	look like joke liberal fort trump poland boom economy url	NOT
38508	political unmask team trump must prosecute american thinker urlurlmagapjnetkagtrump train trump train	NOT
38519	love lau cutest dont meu	NOT
38525	young lady room two boy blackmail brett kavanaugh high school confession confirm judge kavanaugh confirm judge kavanaugh boycott view boycott nfl boycott nike maga url	NOT
38529	well research dairy gluten allergy major problem mental health anxiety depression bipolar schizophrenia tough diet sick feel like way worth	NOT
38532	passionate doesnt donate money help woman afford instead fancy apartment get one hundred get roommate show everyone ye	NOT
38533	network organization put report actres lib ing bing report say miss report say chinese government abduct heck go	OFF
38534	veil accusation derail never stop resistant ifa fingerprint	NOT
38539	tourist shoot dead nevada savage steven call gun control research unethical	NOT
38546	woman cart owe away claim explosive authority prince george county investigate threat wednesday joint base andrew report indicate woman say explosive refuse leave url maga url	NOT
38552	maybe think	NOT
38561	shock hear liberal want centralize power federal level	NOT
38563	register vote register also day registration connecticut november	NOT
38565	thank good see try approach addition other often issue use excuse tax please report update become know thank	NOT
38569	tonight sean hannity rabid antifa leftist publicly fantasize distinguish unite state senator texa ted cruz get cancer	NOT
38576	ahh ye cause woman come year later cant believe liberal outrage guy minnesota accuse beat wife silent one lib god hypocritical liberal make sick	OFF
38612	antifa get shoot right nut phoenix ga url via there challenge scope raber	NOT
38622	iam kneel sister perspective job job take mean allow peacefully protest job disagree	NOT
38623	bill brooke deserve like hot cold theyre love person week love next brooke understand bill theyve ruin	OFF
38627	accidentally buy baby spinach baby kale mix grocery store honestly kind ruin week health suck	NOT
38633	lol good	NOT
38641	senate supreme court grant much power url cot maga red nation rise	NOT
38643	doubtful he one least hateful person planet maybe look mirror	NOT
38646	bestill know pray url	NOT
38672	exactly liberal dem think person right funny pit really interest similar nuance criminal defense attorney fight every day protect bill right	NOT
38673	platform	NOT
38692	boy wait surprise cant believe anyone ignorant lmao	OFF
38696	congratulation block list find scrap publicly available block together list please check follow person incorrectly block url	NOT
38700	fantastic alamo sacred blight history time better leave erase	OFF
38707	great url	NOT
38709	like gamestop contest laura croft great bad as	OFF
38710	really think go goooo oooo oooo	NOT
38725	boi bt member	NOT
38747	doug ford use trump style authoritarian tactic discredit media repeatedly spread lie build false reality follower smart person conservative know plan strategy weaken democracy poli url	OFF
38752	somebody terrify happen american public know truth drain deep state magatrump2020kagurl	NOT
38758	he like uller hunt master sportsman powerful man world barry arm trump unwittingly lethal force barry never think kill ary would lose url	NOT
38761	republican	NOT
38762	already many common sense law book common sense also call hold person accountable fail miserably like parkland leave alway want blame gun owner push gun control rather honest	NOT
38764	right unique ability create monster thin air legislation even create fight phantom nance antifa currently committee url	OFF
38765	dont even presume know liberal feel think liberal personally oppose abortion life death circumstance also personally oppose impose personal feeling abortion anyone else favor stfu	OFF
38773	cough nicky haley	NOT
38774	one best game non watter good heart hear jack url	NOT
38775	please leave girlfriend alone know good yall dont understand	NOT
38799	user adorable	NOT
38806	hopefully obesity catch	OFF
38813	go show delude mislead several subsequent occasion ask lee urgent appointment ground fact keep get delusion	NOT
38827	democrat try stab republican congressman democrat hot congressman scalise try kill everybody around democrat beat republican deny right speak know democrat american	OFF
38828	dont offer mental health coverage reporter	NOT
38837	yeah need make bullshit protestor antifa lol time epic beatdown	OFF
38843	think refer specifically misunderstand attack someone without uteru say say reproductive right use argument firearm right comment gun control	NOT
38857	american find hard believe later another justice thoma hit job media liberal	NOT
38859	give rest rice eater maga url	NOT
